fips,county,state,lat,long,date,cases,state_code,deaths
1061,Geneva,Alabama,31.09389027,-85.83572839,2021-01-30,2232,AL,52
1063,Greene,Alabama,32.85504247,-87.95684022,2021-01-30,795,AL,27
1065,Hale,Alabama,32.76039258,-87.63284988,2021-01-30,1930,AL,53
1067,Henry,Alabama,31.51148016,-85.24267944,2021-01-30,1656,AL,32
1069,Houston,Alabama,31.15197924,-85.29939599,2021-01-30,9369,AL,200
1071,Jackson,Alabama,34.78144169,-85.99750489,2021-01-30,6200,AL,69
1073,Jefferson,Alabama,33.55554728,-86.895063,2021-01-30,66323,AL,1112
1075,Lamar,Alabama,33.77995024,-88.09668032,2021-01-30,1235,AL,27
1077,Lauderdale,Alabama,34.90171875,-87.65624729,2021-01-30,8134,AL,151
1079,Lawrence,Alabama,34.52041498,-87.31069453,2021-01-30,2628,AL,69
1081,Lee,Alabama,32.60154883,-85.35132246,2021-01-30,13679,AL,124
1083,Limestone,Alabama,34.81185586,-86.98310072,2021-01-30,8618,AL,105
1085,Lowndes,Alabama,32.1597283,-86.65158371,2021-01-30,1205,AL,39
1087,Macon,Alabama,32.38759944,-85.69267724,2021-01-30,1273,AL,38
1089,Madison,Alabama,34.76327133,-86.55069633,2021-01-30,29333,AL,274
1091,Marengo,Alabama,32.24767634,-87.78796182,2021-01-30,2170,AL,34
1093,Marion,Alabama,34.13697363,-87.88704173,2021-01-30,2597,AL,73
1095,Marshall,Alabama,34.36975964,-86.30486727,2021-01-30,10714,AL,144
1097,Mobile,Alabama,30.78472347,-88.20842409,2021-01-30,32747,AL,608
1099,Monroe,Alabama,31.56729412,-87.36995001,2021-01-30,1559,AL,22
1101,Montgomery,Alabama,32.2206831,-86.20969272,2021-01-30,20697,AL,363
1103,Morgan,Alabama,34.45500589,-86.85475946,2021-01-30,12936,AL,171
80001,Out of AL,Alabama,0,0,2021-01-30,0,AL,0
1105,Perry,Alabama,32.64048341,-87.29770589,2021-01-30,1017,AL,19
1107,Pickens,Alabama,33.28094866,-88.08818103,2021-01-30,2060,AL,31
1109,Pike,Alabama,31.80396383,-85.9408295,2021-01-30,2731,AL,40
1111,Randolph,Alabama,33.29526734,-85.45708831,2021-01-30,1512,AL,37
1113,Russell,Alabama,32.28725256,-85.18415324,2021-01-30,3696,AL,18
1117,Shelby,Alabama,33.26879845,-86.66232561,2021-01-30,20013,AL,150
1115,St. Clair,Alabama,33.71902176,-86.31029372,2021-01-30,8091,AL,149
1119,Sumter,Alabama,32.59117397,-88.19916205,2021-01-30,928,AL,28
1121,Talladega,Alabama,33.37823223,-86.16886178,2021-01-30,6762,AL,116
1123,Tallapoosa,Alabama,32.86698258,-85.79833053,2021-01-30,3283,AL,113
1125,Tuscaloosa,Alabama,33.28726072,-87.52556818,2021-01-30,22241,AL,299
90001,Unassigned,Alabama,0,0,2021-01-30,0,AL,0
1127,Walker,Alabama,33.80270512,-87.30027177,2021-01-30,6131,AL,194
1129,Washington,Alabama,31.4092794,-88.20689944,2021-01-30,1464,AL,27
1131,Wilcox,Alabama,31.98773215,-87.30891118,2021-01-30,1125,AL,22
1133,Winston,Alabama,34.15030532,-87.37325922,2021-01-30,2377,AL,45
2013,Aleutians East,Alaska,55.32222414,-161.9722021,2021-01-30,86,AK,0
2016,Aleutians West,Alaska,52.3233,-174.1596,2021-01-30,322,AK,0
2020,Anchorage,Alaska,61.14998174,-149.1426986,2021-01-30,25440,AK,141
2050,Bethel,Alaska,60.90980451,-159.8561831,2021-01-30,3317,AK,15
2060,Bristol Bay,Alaska,58.74513976,-156.701064,2021-01-30,0,AK,0
2164,Bristol Bay plus Lake and Peninsula,Alaska,58.62403337,-156.2140589,2021-01-30,170,AK,0
2068,Denali,Alaska,63.67264044,-150.0076108,2021-01-30,68,AK,0
2070,Dillingham,Alaska,59.79603738,-158.2381942,2021-01-30,169,AK,1
2090,Fairbanks North Star,Alaska,64.80726247,-146.5692662,2021-01-30,5863,AK,26
2100,Haines,Alaska,59.09893571,-135.4679843,2021-01-30,26,AK,0
2105,Hoonah-Angoon,Alaska,58.29307365,-135.6424424,2021-01-30,0,AK,0
2110,Juneau,Alaska,58.45031811,-134.200436,2021-01-30,1154,AK,5
2122,Kenai Peninsula,Alaska,60.24429722,-151.5388884,2021-01-30,3913,AK,21
2130,Ketchikan Gateway,Alaska,55.57445008,-130.975561,2021-01-30,283,AK,1
2150,Kodiak Island,Alaska,57.65529415,-153.7493579,2021-01-30,1032,AK,5
2158,Kusilvak,Alaska,62.1542916,-163.3967883,2021-01-30,1116,AK,3
2170,Matanuska-Susitna,Alaska,62.31305045,-149.5741743,2021-01-30,7487,AK,27
2180,Nome,Alaska,64.90320724,-164.0353804,2021-01-30,309,AK,0
2185,North Slope,Alaska,69.31479216,-153.4836093,2021-01-30,983,AK,3
2188,Northwest Arctic,Alaska,67.04919196,-159.7503946,2021-01-30,570,AK,1
80002,Out of AK,Alaska,0,0,2021-01-30,0,AK,0
2195,Petersburg,Alaska,57.13978948,-132.9540995,2021-01-30,47,AK,1
2198,Prince of Wales-Hyder,Alaska,55.76261984,-133.0511621,2021-01-30,75,AK,1
2220,Sitka,Alaska,57.24124555,-135.3206587,2021-01-30,303,AK,0
2230,Skagway,Alaska,59.56149996,-135.3337748,2021-01-30,16,AK,0
2240,Southeast Fairbanks,Alaska,63.87692095,-143.2127643,2021-01-30,433,AK,3
90002,Unassigned,Alaska,0,0,2021-01-30,233,AK,0
2261,Valdez-Cordova,Alaska,61.47502768,-144.7126799,2021-01-30,442,AK,3
2275,Wrangell,Alaska,56.3202004,-132.0583731,2021-01-30,26,AK,0
2282,Yakutat,Alaska,59.8909808,-140.3601451,2021-01-30,66,AK,1
2290,Yukon-Koyukuk,Alaska,65.50815459,-151.3907387,2021-01-30,267,AK,4
60,NA,American Samoa,-14.271,-170.132,2021-01-30,0,NA,0
4001,Apache,Arizona,35.39465006,-109.4892383,2021-01-30,9507,AZ,311
4003,Cochise,Arizona,31.87934684,-109.7516088,2021-01-30,10413,AZ,226
4005,Coconino,Arizona,35.83883429,-111.7707178,2021-01-30,15144,AZ,276
4007,Gila,Arizona,33.80190085,-110.8132779,2021-01-30,5981,AZ,188
4009,Graham,Arizona,32.93166885,-109.8882178,2021-01-30,5086,AZ,65
4011,Greenlee,Arizona,33.21498827,-109.2405279,2021-01-30,521,AZ,6
4012,La Paz,Arizona,33.72854224,-113.9810029,2021-01-30,2222,AZ,58
4013,Maricopa,Arizona,33.34835867,-112.4918154,2021-01-30,469294,AZ,7442
4015,Mohave,Arizona,35.70471703,-113.7577902,2021-01-30,19205,AZ,519
4017,Navajo,Arizona,35.3997715,-110.3218983,2021-01-30,14366,AZ,429
80004,Out of AZ,Arizona,0,0,2021-01-30,0,AZ,0
4019,Pima,Arizona,32.0971334,-111.7890033,2021-01-30,100810,AZ,1738
4021,Pinal,Arizona,32.90525627,-111.3449483,2021-01-30,42284,AZ,613
4023,Santa Cruz,Arizona,31.52508998,-110.8479088,2021-01-30,7404,AZ,149
90004,Unassigned,Arizona,0,0,2021-01-30,0,AZ,0
4025,Yavapai,Arizona,34.59933926,-112.5538588,2021-01-30,16152,AZ,381
4027,Yuma,Arizona,32.76895712,-113.9066674,2021-01-30,34990,AZ,697
5001,Arkansas,Arkansas,34.29145151,-91.37277296,2021-01-30,1770,AR,36
5003,Ashley,Arkansas,33.19153461,-91.7698471,2021-01-30,1637,AR,27
5005,Baxter,Arkansas,36.28784385,-92.33782872,2021-01-30,2629,AR,94
5007,Benton,Arkansas,36.33644656,-94.25680817,2021-01-30,25025,AR,345
5009,Boone,Arkansas,36.3084504,-93.09374925,2021-01-30,3329,AR,74
5011,Bradley,Arkansas,33.46755808,-92.15980837,2021-01-30,1247,AR,29
5013,Calhoun,Arkansas,33.55598792,-92.49974403,2021-01-30,344,AR,2
5015,Carroll,Arkansas,36.3403856,-93.54270261,2021-01-30,2575,AR,39
5017,Chicot,Arkansas,33.26458973,-91.29539209,2021-01-30,1551,AR,38
5019,Clark,Arkansas,34.04613432,-93.17484713,2021-01-30,1831,AR,34
5021,Clay,Arkansas,36.36826212,-90.4148172,2021-01-30,1562,AR,41
5023,Cleburne,Arkansas,35.53864922,-92.02640019,2021-01-30,1753,AR,59
5025,Cleveland,Arkansas,33.89723187,-92.18537045,2021-01-30,791,AR,23
5027,Columbia,Arkansas,33.21230701,-93.22642793,2021-01-30,1926,AR,50
5029,Conway,Arkansas,35.26205537,-92.70506566,2021-01-30,1974,AR,27
5031,Craighead,Arkansas,35.83018283,-90.63235729,2021-01-30,12123,AR,166
5033,Crawford,Arkansas,35.58928601,-94.2446814,2021-01-30,6163,AR,89
5035,Crittenden,Arkansas,35.21247318,-90.30839406,2021-01-30,5358,AR,84
5037,Cross,Arkansas,35.29631396,-90.77185818,2021-01-30,1818,AR,43
5039,Dallas,Arkansas,33.97042763,-92.65167437,2021-01-30,664,AR,12
5041,Desha,Arkansas,33.83011025,-91.25500948,2021-01-30,1204,AR,17
5043,Drew,Arkansas,33.59035001,-91.71777921,2021-01-30,1858,AR,31
5045,Faulkner,Arkansas,35.14719007,-92.33717519,2021-01-30,10596,AR,134
5047,Franklin,Arkansas,35.51202821,-93.89299569,2021-01-30,1500,AR,30
5049,Fulton,Arkansas,36.38177105,-91.81729127,2021-01-30,1024,AR,42
5051,Garland,Arkansas,34.57692074,-93.14921604,2021-01-30,8354,AR,203
5053,Grant,Arkansas,34.29017991,-92.42320562,2021-01-30,1383,AR,28
5055,Greene,Arkansas,36.1173546,-90.55832668,2021-01-30,5482,AR,65
5057,Hempstead,Arkansas,33.73325583,-93.66935133,2021-01-30,1628,AR,14
5059,Hot Spring,Arkansas,34.31709259,-92.95396325,2021-01-30,4382,AR,62
5061,Howard,Arkansas,34.09007427,-93.9934871,2021-01-30,1348,AR,21
5063,Independence,Arkansas,35.74242707,-91.57001641,2021-01-30,3451,AR,112
5065,Izard,Arkansas,36.09604046,-91.90847954,2021-01-30,1555,AR,36
5067,Jackson,Arkansas,35.59802983,-91.21494602,2021-01-30,3065,AR,32
5069,Jefferson,Arkansas,34.26767081,-91.92619839,2021-01-30,8041,AR,148
5071,Johnson,Arkansas,35.56759135,-93.46036368,2021-01-30,2488,AR,28
5073,Lafayette,Arkansas,33.24116713,-93.60677071,2021-01-30,444,AR,7
5075,Lawrence,Arkansas,36.04188196,-91.10867198,2021-01-30,1905,AR,41
5077,Lee,Arkansas,34.78498904,-90.78383866,2021-01-30,1597,AR,31
5079,Lincoln,Arkansas,33.95317155,-91.74002806,2021-01-30,3045,AR,38
5081,Little River,Arkansas,33.70375665,-94.23468591,2021-01-30,1031,AR,39
5083,Logan,Arkansas,35.21413234,-93.71951016,2021-01-30,1965,AR,15
5085,Lonoke,Arkansas,34.75392199,-91.88742357,2021-01-30,5939,AR,103
5087,Madison,Arkansas,36.01038185,-93.72524943,2021-01-30,1333,AR,18
5089,Marion,Arkansas,36.26844485,-92.68451899,2021-01-30,861,AR,27
5091,Miller,Arkansas,33.31403423,-93.89285258,2021-01-30,3363,AR,29
5093,Mississippi,Arkansas,35.76271485,-90.0519437,2021-01-30,5234,AR,105
5095,Monroe,Arkansas,34.6815935,-91.20540287,2021-01-30,730,AR,14
5097,Montgomery,Arkansas,34.53704874,-93.65824478,2021-01-30,653,AR,27
5099,Nevada,Arkansas,33.66340119,-93.30632432,2021-01-30,717,AR,23
5101,Newton,Arkansas,35.91947491,-93.21612969,2021-01-30,646,AR,26
5103,Ouachita,Arkansas,33.58839816,-92.87795984,2021-01-30,1963,AR,45
80005,Out of AR,Arkansas,0,0,2021-01-30,0,AR,0
5105,Perry,Arkansas,34.9459153,-92.94372564,2021-01-30,677,AR,7
5107,Phillips,Arkansas,34.43268455,-90.84800154,2021-01-30,1602,AR,31
5109,Pike,Arkansas,34.16250414,-93.65789349,2021-01-30,877,AR,19
5111,Poinsett,Arkansas,35.57433534,-90.66268713,2021-01-30,2926,AR,72
5113,Polk,Arkansas,34.48254879,-94.22728802,2021-01-30,1652,AR,55
5115,Pope,Arkansas,35.44871474,-93.03212219,2021-01-30,7167,AR,85
5117,Prairie,Arkansas,34.83624419,-91.55162157,2021-01-30,785,AR,20
5119,Pulaski,Arkansas,34.77054088,-92.31355101,2021-01-30,33624,AR,503
5121,Randolph,Arkansas,36.3415714,-91.02455531,2021-01-30,1831,AR,46
5125,Saline,Arkansas,34.64916145,-92.67583224,2021-01-30,10370,AR,147
5127,Scott,Arkansas,34.85588887,-94.0632176,2021-01-30,867,AR,14
5129,Searcy,Arkansas,35.9109364,-92.69936482,2021-01-30,615,AR,14
5131,Sebastian,Arkansas,35.19605503,-94.27162713,2021-01-30,13517,AR,227
5133,Sevier,Arkansas,33.99780401,-94.2424869,2021-01-30,2341,AR,25
5135,Sharp,Arkansas,36.16258158,-91.47819342,2021-01-30,1445,AR,46
5123,St. Francis,Arkansas,35.02201976,-90.74828138,2021-01-30,3310,AR,32
5137,Stone,Arkansas,35.86251946,-92.15684085,2021-01-30,921,AR,29
90005,Unassigned,Arkansas,0,0,2021-01-30,2885,AR,0
5139,Union,Arkansas,33.16887091,-92.59746952,2021-01-30,3327,AR,92
5141,Van Buren,Arkansas,35.58095779,-92.51295036,2021-01-30,1117,AR,13
5143,Washington,Arkansas,35.976844,-94.21800746,2021-01-30,27620,AR,302
5145,White,Arkansas,35.25688493,-91.74908296,2021-01-30,6467,AR,89
5147,Woodruff,Arkansas,35.18902527,-91.2439489,2021-01-30,552,AR,6
5149,Yell,Arkansas,35.00292371,-93.41171338,2021-01-30,3037,AR,61
6001,Alameda,California,37.64629437,-121.8929271,2021-01-30,73542,CA,974
6003,Alpine,California,38.59678594,-119.8223594,2021-01-30,74,CA,0
6005,Amador,California,38.44583082,-120.65696,2021-01-30,3156,CA,33
6007,Butte,California,39.66727762,-121.6005252,2021-01-30,10122,CA,138
6009,Calaveras,California,38.20537103,-120.552913,2021-01-30,1757,CA,23
6011,Colusa,California,39.17881957,-122.2331726,2021-01-30,1935,CA,10
6013,Contra Costa,California,37.91923498,-121.9289527,2021-01-30,57021,CA,529
6015,Del Norte,California,41.74228275,-123.8974063,2021-01-30,883,CA,3
6017,El Dorado,California,38.77965956,-120.5233166,2021-01-30,8359,CA,79
6019,Fresno,California,36.75733899,-119.6466953,2021-01-30,87936,CA,1137
6021,Glenn,California,39.59875897,-122.3938452,2021-01-30,2061,CA,23
6023,Humboldt,California,40.69923009,-123.876044,2021-01-30,2754,CA,30
6025,Imperial,California,33.0393082,-115.3669042,2021-01-30,26045,CA,532
6027,Inyo,California,36.51112084,-117.4111978,2021-01-30,1083,CA,29
6029,Kern,California,35.34329425,-118.7277796,2021-01-30,93628,CA,624
6031,Kings,California,36.07409056,-119.8159973,2021-01-30,20668,CA,171
6033,Lake,California,39.10124298,-122.7536244,2021-01-30,2792,CA,32
6035,Lassen,California,40.67311306,-120.5935099,2021-01-30,5393,CA,16
6037,Los Angeles,California,34.30828379,-118.2282411,2021-01-30,1111391,CA,16652
6039,Madera,California,37.21513971,-119.7665589,2021-01-30,14377,CA,175
6041,Marin,California,38.07122463,-122.7210631,2021-01-30,12284,CA,172
6043,Mariposa,California,37.57978556,-119.9073334,2021-01-30,367,CA,5
6045,Mendocino,California,39.4381191,-123.3911313,2021-01-30,3392,CA,37
6047,Merced,California,37.18922369,-120.7209035,2021-01-30,26230,CA,350
6049,Modoc,California,41.58965602,-120.7244817,2021-01-30,407,CA,4
6051,Mono,California,37.93899289,-118.8872409,2021-01-30,1164,CA,4
6053,Monterey,California,36.21862405,-121.2413397,2021-01-30,39425,CA,285
6055,Napa,California,38.50735751,-122.332839,2021-01-30,8276,CA,54
6057,Nevada,California,39.30394768,-120.7627281,2021-01-30,3487,CA,74
6059,Orange,California,33.70147516,-117.7645998,2021-01-30,244562,CA,3018
80006,Out of CA,California,0,0,2021-01-30,0,CA,0
6061,Placer,California,39.06167234,-120.7240569,2021-01-30,18399,CA,199
6063,Plumas,California,40.00355989,-120.8395236,2021-01-30,626,CA,6
6065,Riverside,California,33.74314981,-115.9933578,2021-01-30,271910,CA,3091
6067,Sacramento,California,38.45106826,-121.3425374,2021-01-30,86320,CA,1239
6069,San Benito,California,36.60308176,-121.069975,2021-01-30,5386,CA,52
6071,San Bernardino,California,34.84060306,-116.1774685,2021-01-30,273520,CA,1821
6073,San Diego,California,33.03484597,-116.7365326,2021-01-30,236768,CA,2603
6075,San Francisco,California,37.75215114,-122.4385672,2021-01-30,31294,CA,323
6077,San Joaquin,California,37.93433732,-121.2730061,2021-01-30,61901,CA,853
6079,San Luis Obispo,California,35.38822029,-120.4039028,2021-01-30,17605,CA,168
6081,San Mateo,California,37.4228808,-122.3275546,2021-01-30,35466,CA,382
6083,Santa Barbara,California,34.65329488,-120.0188492,2021-01-30,28338,CA,291
6085,Santa Clara,California,37.23104908,-121.6970462,2021-01-30,101453,CA,1395
6087,Santa Cruz,California,37.05580291,-122.0066524,2021-01-30,13321,CA,148
6089,Shasta,California,40.76391419,-122.0396884,2021-01-30,10333,CA,142
6091,Sierra,California,39.57713498,-120.5200701,2021-01-30,95,CA,0
6093,Siskiyou,California,41.59198861,-122.5407434,2021-01-30,1532,CA,13
6095,Solano,California,38.26827353,-121.9357113,2021-01-30,27706,CA,122
6097,Sonoma,California,38.52746429,-122.8862506,2021-01-30,25992,CA,260
6099,Stanislaus,California,37.55862499,-120.9970722,2021-01-30,50668,CA,828
6101,Sutter,California,39.03417539,-121.6945899,2021-01-30,8264,CA,86
6103,Tehama,California,40.12570935,-122.2370171,2021-01-30,4660,CA,47
6105,Trinity,California,40.6491767,-123.114713,2021-01-30,307,CA,5
6107,Tulare,California,36.22026558,-118.8020203,2021-01-30,44518,CA,588
6109,Tuolumne,California,38.02644018,-119.9525093,2021-01-30,3549,CA,49
90006,Unassigned,California,0,0,2021-01-30,0,CA,0
6111,Ventura,California,34.44465746,-119.0910613,2021-01-30,69511,CA,598
6113,Yolo,California,38.68278902,-121.9018288,2021-01-30,11612,CA,149
6115,Yuba,California,39.26255932,-121.3535644,2021-01-30,5324,CA,31
8001,Adams,Colorado,39.87432092,-104.3362578,2021-01-30,45618,CO,581
8003,Alamosa,Colorado,37.57250606,-105.7885451,2021-01-30,1154,CO,28
8005,Arapahoe,Colorado,39.64977461,-104.3353617,2021-01-30,44881,CO,609
8007,Archuleta,Colorado,37.19474156,-107.0476867,2021-01-30,603,CO,1
8009,Baca,Colorado,37.31940883,-102.5603223,2021-01-30,264,CO,3
8011,Bent,Colorado,37.95474293,-103.0720195,2021-01-30,1288,CO,20
8013,Boulder,Colorado,40.09313619,-105.3546767,2021-01-30,17179,CO,213
8014,Broomfield,Colorado,39.95998787,-105.0566324,2021-01-30,3408,CO,70
8015,Chaffee,Colorado,38.74745778,-106.1926573,2021-01-30,1307,CO,23
8017,Cheyenne,Colorado,38.82777431,-102.6032558,2021-01-30,120,CO,5
8019,Clear Creek,Colorado,39.68864463,-105.6463118,2021-01-30,344,CO,2
8021,Conejos,Colorado,37.201606,-106.1917488,2021-01-30,406,CO,4
8023,Costilla,Colorado,37.27732493,-105.4276548,2021-01-30,179,CO,2
8025,Crowley,Colorado,38.32608609,-103.7844965,2021-01-30,1816,CO,14
8027,Custer,Colorado,38.10883162,-105.3683478,2021-01-30,160,CO,1
8029,Delta,Colorado,38.86246243,-107.8631342,2021-01-30,2324,CO,51
8031,Denver,Colorado,39.76018276,-104.8725695,2021-01-30,55588,CO,736
8033,Dolores,Colorado,37.75208676,-108.5211585,2021-01-30,62,CO,0
8035,Douglas,Colorado,39.33133796,-104.930001,2021-01-30,18861,CO,219
8037,Eagle,Colorado,39.62754308,-106.6933637,2021-01-30,4375,CO,17
8041,El Paso,Colorado,38.83240149,-104.5251411,2021-01-30,47657,CO,704
8039,Elbert,Colorado,39.28656773,-104.1358721,2021-01-30,1146,CO,12
8043,Fremont,Colorado,38.47362326,-105.4399667,2021-01-30,5168,CO,37
8045,Garfield,Colorado,39.59921777,-107.902708,2021-01-30,4805,CO,38
8047,Gilpin,Colorado,39.85646523,-105.5252597,2021-01-30,149,CO,3
8049,Grand,Colorado,40.10603347,-106.1178042,2021-01-30,953,CO,5
8051,Gunnison,Colorado,38.66611652,-107.0320729,2021-01-30,1051,CO,6
8053,Hinsdale,Colorado,37.82247444,-107.3004345,2021-01-30,16,CO,0
8055,Huerfano,Colorado,37.68473101,-104.9612585,2021-01-30,292,CO,17
8057,Jackson,Colorado,40.6659387,-106.3408905,2021-01-30,45,CO,0
8059,Jefferson,Colorado,39.58635604,-105.2517692,2021-01-30,34509,CO,683
8061,Kiowa,Colorado,38.43260896,-102.7392145,2021-01-30,88,CO,3
8063,Kit Carson,Colorado,39.30497777,-102.6022199,2021-01-30,504,CO,10
8067,La Plata,Colorado,37.28632032,-107.8429014,2021-01-30,2703,CO,34
8065,Lake,Colorado,39.20278823,-106.3555697,2021-01-30,527,CO,0
8069,Larimer,Colorado,40.66671597,-105.4625784,2021-01-30,17999,CO,195
8071,Las Animas,Colorado,37.3153406,-104.0376458,2021-01-30,915,CO,11
8073,Lincoln,Colorado,38.98749519,-103.5136649,2021-01-30,922,CO,3
8075,Logan,Colorado,40.7249637,-103.110817,2021-01-30,3620,CO,60
8077,Mesa,Colorado,39.01787888,-108.469799,2021-01-30,12050,CO,172
8079,Mineral,Colorado,37.66954283,-106.9281698,2021-01-30,61,CO,1
8081,Moffat,Colorado,40.61810999,-108.2070876,2021-01-30,620,CO,22
8083,Montezuma,Colorado,37.33859579,-108.5958857,2021-01-30,1623,CO,22
8085,Montrose,Colorado,38.40214114,-108.2639022,2021-01-30,3008,CO,45
8087,Morgan,Colorado,40.2627981,-103.8093302,2021-01-30,2362,CO,88
8089,Otero,Colorado,37.9014485,-103.7173385,2021-01-30,1788,CO,59
8091,Ouray,Colorado,38.14717457,-107.7675136,2021-01-30,207,CO,3
80008,Out of CO,Colorado,0,0,2021-01-30,0,CO,0
8093,Park,Colorado,39.120926,-105.7182065,2021-01-30,485,CO,5
8095,Phillips,Colorado,40.59414277,-102.3577703,2021-01-30,325,CO,11
8097,Pitkin,Colorado,39.21720112,-106.9310027,2021-01-30,1824,CO,4
8099,Prowers,Colorado,37.95544985,-102.3926052,2021-01-30,1119,CO,21
8101,Pueblo,Colorado,38.17359144,-104.5127437,2021-01-30,14326,CO,356
8103,Rio Blanco,Colorado,39.97913541,-108.2179009,2021-01-30,398,CO,3
8105,Rio Grande,Colorado,37.5836865,-106.3847838,2021-01-30,622,CO,10
8107,Routt,Colorado,40.48596505,-106.9905548,2021-01-30,1603,CO,19
8109,Saguache,Colorado,38.08054629,-106.282466,2021-01-30,293,CO,4
8111,San Juan,Colorado,37.76248981,-107.6763289,2021-01-30,43,CO,0
8113,San Miguel,Colorado,38.00450883,-108.4020725,2021-01-30,673,CO,0
8115,Sedgwick,Colorado,40.87595412,-102.3519227,2021-01-30,189,CO,2
8117,Summit,Colorado,39.63803232,-106.1150762,2021-01-30,2632,CO,5
8119,Teller,Colorado,38.88133511,-105.1614893,2021-01-30,1176,CO,14
90008,Unassigned,Colorado,0,0,2021-01-30,38,CO,0
8121,Washington,Colorado,39.97015535,-103.202587,2021-01-30,365,CO,12
8123,Weld,Colorado,40.55499405,-104.3929621,2021-01-30,23523,CO,306
8125,Yuma,Colorado,40.00346839,-102.4258673,2021-01-30,660,CO,16
9001,Fairfield,Connecticut,41.26809896,-73.3881171,2021-01-30,72026,CT,1932
9003,Hartford,Connecticut,41.80283011,-72.73103891,2021-01-30,63211,CT,2107
9005,Litchfield,Connecticut,41.7937534,-73.2451475,2021-01-30,9883,CT,254
9007,Middlesex,Connecticut,41.45949668,-72.53714864,2021-01-30,9202,CT,319
9009,New Haven,Connecticut,41.4080325,-72.93620426,2021-01-30,63085,CT,1786
9011,New London,Connecticut,41.48896435,-72.10430976,2021-01-30,16753,CT,364
80009,Out of CT,Connecticut,0,0,2021-01-30,0,CT,0
9013,Tolland,Connecticut,41.85853803,-72.3308481,2021-01-30,6841,CT,135
90009,Unassigned,Connecticut,0,0,2021-01-30,822,CT,7
9015,Windham,Connecticut,41.82972709,-71.98182316,2021-01-30,8200,CT,142
10001,Kent,Delaware,39.08646628,-75.56884914,2021-01-30,12746,DE,199
10003,New Castle,Delaware,39.57992638,-75.64054974,2021-01-30,44073,DE,538
80010,Out of DE,Delaware,0,0,2021-01-30,0,DE,0
10005,Sussex,Delaware,38.66143781,-75.39031349,2021-01-30,20550,DE,344
90010,Unassigned,Delaware,0,0,2021-01-30,182,DE,0
88888,NA,Diamond Princess,0,0,2021-01-30,49,NA,0
11001,District of Columbia,District of Columbia,38.90417773,-77.01655992,2021-01-30,36662,NA,909
80011,Out of DC,District of Columbia,0,0,2021-01-30,0,NA,0
90011,Unassigned,District of Columbia,0,0,2021-01-30,0,NA,0
12001,Alachua,Florida,29.67866525,-82.35928158,2021-01-30,20566,FL,166
12003,Baker,Florida,30.33060121,-82.28467476,2021-01-30,3023,FL,48
12005,Bay,Florida,30.26548745,-85.62122584,2021-01-30,16504,FL,287
12007,Bradford,Florida,29.95079741,-82.16611613,2021-01-30,2649,FL,38
12009,Brevard,Florida,28.29409504,-80.73091022,2021-01-30,29177,FL,650
