"","county","state","lat","long","cases","deaths"
"1","Autauga","Alabama",32.53952745,-86.64408227,5869,77
"2","Baldwin","Alabama",30.72774991,-87.72207058,18723,227
"3","Barbour","Alabama",31.868263,-85.3871286,2008,45
"4","Bibb","Alabama",32.99642064,-87.1251146,2339,53
"5","Blount","Alabama",33.98210918,-86.56790593,5915,112
"6","Bullock","Alabama",32.10030533,-85.71265535,1128,29
"7","Butler","Alabama",31.75300095,-86.68057478,1865,62
"8","Calhoun","Alabama",33.77483727,-85.82630386,12402,246
"9","Chambers","Alabama",32.91360079,-85.39072749,3263,81
"10","Cherokee","Alabama",34.17805983,-85.60638968,1730,36
"11","Chilton","Alabama",32.85044126,-86.7173256,3615,82
"12","Choctaw","Alabama",32.02227341,-88.2656443,540,23
"13","Clarke","Alabama",31.68099859,-87.83548597,3331,40
"14","Clay","Alabama",33.26984193,-85.85836077,1360,52
"15","Cleburne","Alabama",33.67679204,-85.52005899,1321,31
"16","Coffee","Alabama",31.39932826,-85.98901039,5086,78
"17","Colbert","Alabama",34.69847452,-87.80168544,5873,111
"18","Conecuh","Alabama",31.43401703,-86.99320044,1032,23
"19","Coosa","Alabama",32.93690146,-86.24847739,749,22
"20","Covington","Alabama",31.2477854,-86.45050893,3747,92
"21","Crenshaw","Alabama",31.72941803,-86.31593104,1353,49
"22","Cullman","Alabama",34.13020303,-86.86888037,8731,163
"23","Dale","Alabama",31.43037123,-85.61095742,4410,102
"24","Dallas","Alabama",32.32688101,-87.1086671,3268,122
"25","DeKalb","Alabama",34.45946862,-85.80782906,8271,149
"26","Elmore","Alabama",32.59785413,-86.14415284,8896,152
"27","Escambia","Alabama",31.1256789,-87.15918694,3630,55
"28","Etowah","Alabama",34.04567266,-86.04051873,12800,273
"29","Fayette","Alabama",33.72076938,-87.73886638,1919,46
"30","Franklin","Alabama",34.44235334,-87.84289505,3910,68
"31","Geneva","Alabama",31.09389027,-85.83572839,2320,58
"32","Greene","Alabama",32.85504247,-87.95684022,825,29
"33","Hale","Alabama",32.76039258,-87.63284988,2001,56
"34","Henry","Alabama",31.51148016,-85.24267944,1749,36
"35","Houston","Alabama",31.15197924,-85.29939599,9720,230
"36","Jackson","Alabama",34.78144169,-85.99750489,6364,78
"37","Jefferson","Alabama",33.55554728,-86.895063,68456,1236
"38","Lamar","Alabama",33.77995024,-88.09668032,1269,30
"39","Lauderdale","Alabama",34.90171875,-87.65624729,8366,179
"40","Lawrence","Alabama",34.52041498,-87.31069453,2723,78
"41","Lee","Alabama",32.60154883,-85.35132246,14337,132
"42","Limestone","Alabama",34.81185586,-86.98310072,8939,117
"43","Lowndes","Alabama",32.1597283,-86.65158371,1269,42
"44","Macon","Alabama",32.38759944,-85.69267724,1339,39
"45","Madison","Alabama",34.76327133,-86.55069633,30744,363
"46","Marengo","Alabama",32.24767634,-87.78796182,2219,39
"47","Marion","Alabama",34.13697363,-87.88704173,2659,81
"48","Marshall","Alabama",34.36975964,-86.30486727,10986,178
"49","Mobile","Alabama",30.78472347,-88.20842409,34090,647
"50","Monroe","Alabama",31.56729412,-87.36995001,1624,29
"51","Montgomery","Alabama",32.2206831,-86.20969272,21482,422
"52","Morgan","Alabama",34.45500589,-86.85475946,13250,220
"53","Perry","Alabama",32.64048341,-87.29770589,1050,23
"54","Pickens","Alabama",33.28094866,-88.08818103,2147,43
"55","Pike","Alabama",31.80396383,-85.9408295,2826,56
"56","Randolph","Alabama",33.29526734,-85.45708831,1559,37
"57","Russell","Alabama",32.28725256,-85.18415324,3862,24
"58","Shelby","Alabama",33.26879845,-86.66232561,20845,187
"59","St. Clair","Alabama",33.71902176,-86.31029372,8439,186
"60","Sumter","Alabama",32.59117397,-88.19916205,952,28
"61","Talladega","Alabama",33.37823223,-86.16886178,7155,133
"62","Tallapoosa","Alabama",32.86698258,-85.79833053,3406,124
"63","Tuscaloosa","Alabama",33.28726072,-87.52556818,23049,342
"64","Walker","Alabama",33.80270512,-87.30027177,6256,209
"65","Washington","Alabama",31.4092794,-88.20689944,1495,29
"66","Wilcox","Alabama",31.98773215,-87.30891118,1167,22
"67","Winston","Alabama",34.15030532,-87.37325922,2400,52
"68","Aleutians East","Alaska",55.32222414,-161.9722021,260,0
"69","Aleutians West","Alaska",52.3233,-174.1596,360,0
"70","Anchorage","Alaska",61.14998174,-149.1426986,25724,152
"71","Bethel","Alaska",60.90980451,-159.8561831,3413,17
"72","Bristol Bay","Alaska",58.74513976,-156.701064,0,0
"73","Bristol Bay plus Lake and Peninsula","Alaska",58.62403337,-156.2140589,168,0
"74","Denali","Alaska",63.67264044,-150.0076108,68,0
"75","Dillingham","Alaska",59.79603738,-158.2381942,178,1
"76","Fairbanks North Star","Alaska",64.80726247,-146.5692662,5942,26
"77","Haines","Alaska",59.09893571,-135.4679843,26,0
"78","Juneau","Alaska",58.45031811,-134.200436,1194,5
"79","Kenai Peninsula","Alaska",60.24429722,-151.5388884,3933,22
"80","Ketchikan Gateway","Alaska",55.57445008,-130.975561,292,2
"81","Kodiak Island","Alaska",57.65529415,-153.7493579,1043,5
"82","Kusilvak","Alaska",62.1542916,-163.3967883,1149,3
"83","Matanuska-Susitna","Alaska",62.31305045,-149.5741743,7688,29
"84","Nome","Alaska",64.90320724,-164.0353804,313,0
"85","North Slope","Alaska",69.31479216,-153.4836093,986,3
"86","Northwest Arctic","Alaska",67.04919196,-159.7503946,573,1
"87","Petersburg","Alaska",57.13978948,-132.9540995,49,1
"88","Prince of Wales-Hyder","Alaska",55.76261984,-133.0511621,75,1
"89","Sitka","Alaska",57.24124555,-135.3206587,307,0
"90","Skagway","Alaska",59.56149996,-135.3337748,16,0
"91","Southeast Fairbanks","Alaska",63.87692095,-143.2127643,444,3
"92","Valdez-Cordova","Alaska",61.47502768,-144.7126799,454,3
"93","Wrangell","Alaska",56.3202004,-132.0583731,27,0
"94","Yakutat","Alaska",59.8909808,-140.3601451,66,1
"95","Yukon-Koyukuk","Alaska",65.50815459,-151.3907387,271,4
"96","Apache","Arizona",35.39465006,-109.4892383,9854,326
"97","Cochise","Arizona",31.87934684,-109.7516088,10602,238
"98","Coconino","Arizona",35.83883429,-111.7707178,15675,288
"99","Gila","Arizona",33.80190085,-110.8132779,6159,199
"100","Graham","Arizona",32.93166885,-109.8882178,5158,69
"101","Greenlee","Arizona",33.21498827,-109.2405279,536,6
"102","La Paz","Arizona",33.72854224,-113.9810029,2300,65
"103","Maricopa","Arizona",33.34835867,-112.4918154,487042,7971
"104","Mohave","Arizona",35.70471703,-113.7577902,20113,565
"105","Navajo","Arizona",35.3997715,-110.3218983,14907,449
"106","Pima","Arizona",32.0971334,-111.7890033,104675,1904
"107","Pinal","Arizona",32.90525627,-111.3449483,43825,662
"108","Santa Cruz","Arizona",31.52508998,-110.8479088,7510,159
"109","Yavapai","Arizona",34.59933926,-112.5538588,16548,412
"110","Yuma","Arizona",32.76895712,-113.9066674,35729,735
"111","Arkansas","Arkansas",34.29145151,-91.37277296,1881,37
"112","Ashley","Arkansas",33.19153461,-91.7698471,1695,29
"113","Baxter","Arkansas",36.28784385,-92.33782872,2722,95
"114","Benton","Arkansas",36.33644656,-94.25680817,25959,369
"115","Boone","Arkansas",36.3084504,-93.09374925,3471,76
"116","Bradley","Arkansas",33.46755808,-92.15980837,1288,29
"117","Calhoun","Arkansas",33.55598792,-92.49974403,372,3
"118","Carroll","Arkansas",36.3403856,-93.54270261,2666,39
"119","Chicot","Arkansas",33.26458973,-91.29539209,1574,38
"120","Clark","Arkansas",34.04613432,-93.17484713,1921,35
"121","Clay","Arkansas",36.36826212,-90.4148172,1638,42
"122","Cleburne","Arkansas",35.53864922,-92.02640019,1822,63
"123","Cleveland","Arkansas",33.89723187,-92.18537045,888,23
"124","Columbia","Arkansas",33.21230701,-93.22642793,2028,52
"125","Conway","Arkansas",35.26205537,-92.70506566,2071,29
"126","Craighead","Arkansas",35.83018283,-90.63235729,12441,172
"127","Crawford","Arkansas",35.58928601,-94.2446814,6494,95
"128","Crittenden","Arkansas",35.21247318,-90.30839406,5521,88
"129","Cross","Arkansas",35.29631396,-90.77185818,1858,47
"130","Dallas","Arkansas",33.97042763,-92.65167437,693,12
"131","Desha","Arkansas",33.83011025,-91.25500948,1268,19
"132","Drew","Arkansas",33.59035001,-91.71777921,1913,32
"133","Faulkner","Arkansas",35.14719007,-92.33717519,11211,141
"134","Franklin","Arkansas",35.51202821,-93.89299569,1550,32
"135","Fulton","Arkansas",36.38177105,-91.81729127,1048,43
"136","Garland","Arkansas",34.57692074,-93.14921604,8998,214
"137","Grant","Arkansas",34.29017991,-92.42320562,1489,30
"138","Greene","Arkansas",36.1173546,-90.55832668,5671,69
"139","Hempstead","Arkansas",33.73325583,-93.66935133,1722,15
"140","Hot Spring","Arkansas",34.31709259,-92.95396325,4586,68
"141","Howard","Arkansas",34.09007427,-93.9934871,1440,24
"142","Independence","Arkansas",35.74242707,-91.57001641,3558,117
"143","Izard","Arkansas",36.09604046,-91.90847954,1605,36
"144","Jackson","Arkansas",35.59802983,-91.21494602,3110,32
"145","Jefferson","Arkansas",34.26767081,-91.92619839,8311,155
"146","Johnson","Arkansas",35.56759135,-93.46036368,2575,29
"147","Lafayette","Arkansas",33.24116713,-93.60677071,475,7
"148","Lawrence","Arkansas",36.04188196,-91.10867198,1954,41
"149","Lee","Arkansas",34.78498904,-90.78383866,1617,34
"150","Lincoln","Arkansas",33.95317155,-91.74002806,3090,42
"151","Little River","Arkansas",33.70375665,-94.23468591,1083,40
"152","Logan","Arkansas",35.21413234,-93.71951016,2064,17
"153","Lonoke","Arkansas",34.75392199,-91.88742357,6304,106
"154","Madison","Arkansas",36.01038185,-93.72524943,1373,19
"155","Marion","Arkansas",36.26844485,-92.68451899,898,28
"156","Miller","Arkansas",33.31403423,-93.89285258,3563,30
"157","Mississippi","Arkansas",35.76271485,-90.0519437,5407,110
"158","Monroe","Arkansas",34.6815935,-91.20540287,774,16
"159","Montgomery","Arkansas",34.53704874,-93.65824478,688,27
"160","Nevada","Arkansas",33.66340119,-93.30632432,739,24
"161","Newton","Arkansas",35.91947491,-93.21612969,664,26
"162","Ouachita","Arkansas",33.58839816,-92.87795984,2063,47
"163","Perry","Arkansas",34.9459153,-92.94372564,748,7
"164","Phillips","Arkansas",34.43268455,-90.84800154,1651,31
"165","Pike","Arkansas",34.16250414,-93.65789349,911,20
"166","Poinsett","Arkansas",35.57433534,-90.66268713,3005,74
"167","Polk","Arkansas",34.48254879,-94.22728802,1767,57
"168","Pope","Arkansas",35.44871474,-93.03212219,7382,90
"169","Prairie","Arkansas",34.83624419,-91.55162157,836,22
"170","Pulaski","Arkansas",34.77054088,-92.31355101,35510,535
"171","Randolph","Arkansas",36.3415714,-91.02455531,1896,47
"172","Saline","Arkansas",34.64916145,-92.67583224,10878,153
"173","Scott","Arkansas",34.85588887,-94.0632176,902,14
"174","Searcy","Arkansas",35.9109364,-92.69936482,633,15
"175","Sebastian","Arkansas",35.19605503,-94.27162713,13957,239
"176","Sevier","Arkansas",33.99780401,-94.2424869,2462,25
"177","Sharp","Arkansas",36.16258158,-91.47819342,1488,47
"178","St. Francis","Arkansas",35.02201976,-90.74828138,3367,35
"179","Stone","Arkansas",35.86251946,-92.15684085,938,29
"180","Union","Arkansas",33.16887091,-92.59746952,3506,94
"181","Van Buren","Arkansas",35.58095779,-92.51295036,1167,14
"182","Washington","Arkansas",35.976844,-94.21800746,28385,314
"183","White","Arkansas",35.25688493,-91.74908296,6832,97
"184","Woodruff","Arkansas",35.18902527,-91.2439489,592,8
"185","Yell","Arkansas",35.00292371,-93.41171338,3206,66
"186","Alameda","California",37.64629437,-121.8929271,76170,1041
"187","Alpine","California",38.59678594,-119.8223594,78,0
"188","Amador","California",38.44583082,-120.65696,3306,35
"189","Butte","California",39.66727762,-121.6005252,10480,147
"190","Calaveras","California",38.20537103,-120.552913,1832,23
"191","Colusa","California",39.17881957,-122.2331726,2004,11
"192","Contra Costa","California",37.91923498,-121.9289527,59107,559
"193","Del Norte","California",41.74228275,-123.8974063,898,3
"194","El Dorado","California",38.77965956,-120.5233166,8647,86
"195","Fresno","California",36.75733899,-119.6466953,90944,1224
"196","Glenn","California",39.59875897,-122.3938452,2136,23
"197","Humboldt","California",40.69923009,-123.876044,2907,31
"198","Imperial","California",33.0393082,-115.3669042,26514,560
"199","Inyo","California",36.51112084,-117.4111978,1140,29
"200","Kern","California",35.34329425,-118.7277796,97249,659
"201","Kings","California",36.07409056,-119.8159973,21246,194
"202","Lake","California",39.10124298,-122.7536244,2920,34
"203","Lassen","California",40.67311306,-120.5935099,5435,18
"204","Los Angeles","California",34.30828379,-118.2282411,1146483,18047
"205","Madera","California",37.21513971,-119.7665589,14807,184
"206","Marin","California",38.07122463,-122.7210631,12625,176
"207","Mariposa","California",37.57978556,-119.9073334,379,5
"208","Mendocino","California",39.4381191,-123.3911313,3601,39
"209","Merced","California",37.18922369,-120.7209035,27134,362
"210","Modoc","California",41.58965602,-120.7244817,430,4
"211","Mono","California",37.93899289,-118.8872409,1180,4
"212","Monterey","California",36.21862405,-121.2413397,40532,289
"213","Napa","California",38.50735751,-122.332839,8639,58
"214","Nevada","California",39.30394768,-120.7627281,3624,74
"215","Orange","California",33.70147516,-117.7645998,252311,3358
"216","Placer","California",39.06167234,-120.7240569,18836,206
"217","Plumas","California",40.00355989,-120.8395236,632,6
"218","Riverside","California",33.74314981,-115.9933578,280170,3320
"219","Sacramento","California",38.45106826,-121.3425374,88532,1302
"220","San Benito","California",36.60308176,-121.069975,5516,55
"221","San Bernardino","California",34.84060306,-116.1774685,277949,2125
"222","San Diego","California",33.03484597,-116.7365326,246564,2821
"223","San Francisco","California",37.75215114,-122.4385672,32437,346
"224","San Joaquin","California",37.93433732,-121.2730061,63619,893
"225","San Luis Obispo","California",35.38822029,-120.4039028,18467,194
"226","San Mateo","California",37.4228808,-122.3275546,36824,436
"227","Santa Barbara","California",34.65329488,-120.0188492,29941,336
"228","Santa Clara","California",37.23104908,-121.6970462,105094,1540
"229","Santa Cruz","California",37.05580291,-122.0066524,13915,159
"230","Shasta","California",40.76391419,-122.0396884,10632,161
"231","Sierra","California",39.57713498,-120.5200701,95,0
"232","Siskiyou","California",41.59198861,-122.5407434,1598,13
"233","Solano","California",38.26827353,-121.9357113,28686,134
"234","Sonoma","California",38.52746429,-122.8862506,26836,277
"235","Stanislaus","California",37.55862499,-120.9970722,52806,861
"236","Sutter","California",39.03417539,-121.6945899,8516,91
"237","Tehama","California",40.12570935,-122.2370171,4831,47
"238","Trinity","California",40.6491767,-123.114713,311,5
"239","Tulare","California",36.22026558,-118.8020203,45834,645
"240","Tuolumne","California",38.02644018,-119.9525093,3660,51
"241","Ventura","California",34.44465746,-119.0910613,73431,664
"242","Yolo","California",38.68278902,-121.9018288,12061,158
"243","Yuba","California",39.26255932,-121.3535644,5431,32
"244","Adams","Colorado",39.87432092,-104.3362578,46481,595
"245","Alamosa","Colorado",37.57250606,-105.7885451,1206,28
"246","Arapahoe","Colorado",39.64977461,-104.3353617,46021,627
"247","Archuleta","Colorado",37.19474156,-107.0476867,616,1
"248","Baca","Colorado",37.31940883,-102.5603223,269,3
"249","Bent","Colorado",37.95474293,-103.0720195,1328,20
"250","Boulder","Colorado",40.09313619,-105.3546767,17646,216
"251","Broomfield","Colorado",39.95998787,-105.0566324,3533,72
"252","Chaffee","Colorado",38.74745778,-106.1926573,1349,23
"253","Cheyenne","Colorado",38.82777431,-102.6032558,125,5
"254","Clear Creek","Colorado",39.68864463,-105.6463118,351,2
"255","Conejos","Colorado",37.201606,-106.1917488,415,4
"256","Costilla","Colorado",37.27732493,-105.4276548,180,2
"257","Crowley","Colorado",38.32608609,-103.7844965,1885,14
"258","Custer","Colorado",38.10883162,-105.3683478,162,1
"259","Delta","Colorado",38.86246243,-107.8631342,2383,55
"260","Denver","Colorado",39.76018276,-104.8725695,56677,742
"261","Dolores","Colorado",37.75208676,-108.5211585,63,0
"262","Douglas","Colorado",39.33133796,-104.930001,19668,219
"263","Eagle","Colorado",39.62754308,-106.6933637,4598,20
"264","El Paso","Colorado",38.83240149,-104.5251411,48851,716
"265","Elbert","Colorado",39.28656773,-104.1358721,1202,12
"266","Fremont","Colorado",38.47362326,-105.4399667,5229,40
"267","Garfield","Colorado",39.59921777,-107.902708,4922,38
"268","Gilpin","Colorado",39.85646523,-105.5252597,155,3
"269","Grand","Colorado",40.10603347,-106.1178042,1083,5
"270","Gunnison","Colorado",38.66611652,-107.0320729,1086,6
"271","Hinsdale","Colorado",37.82247444,-107.3004345,16,0
"272","Huerfano","Colorado",37.68473101,-104.9612585,294,17
"273","Jackson","Colorado",40.6659387,-106.3408905,45,0
"274","Jefferson","Colorado",39.58635604,-105.2517692,35284,690
"275","Kiowa","Colorado",38.43260896,-102.7392145,89,3
"276","Kit Carson","Colorado",39.30497777,-102.6022199,509,10
"277","La Plata","Colorado",37.28632032,-107.8429014,2765,35
"278","Lake","Colorado",39.20278823,-106.3555697,597,0
"279","Larimer","Colorado",40.66671597,-105.4625784,18564,208
"280","Las Animas","Colorado",37.3153406,-104.0376458,936,11
"281","Lincoln","Colorado",38.98749519,-103.5136649,966,3
"282","Logan","Colorado",40.7249637,-103.110817,3663,62
"283","Mesa","Colorado",39.01787888,-108.469799,12604,179
"284","Mineral","Colorado",37.66954283,-106.9281698,61,1
"285","Moffat","Colorado",40.61810999,-108.2070876,636,22
"286","Montezuma","Colorado",37.33859579,-108.5958857,1669,23
"287","Montrose","Colorado",38.40214114,-108.2639022,3094,49
"288","Morgan","Colorado",40.2627981,-103.8093302,2389,89
"289","Otero","Colorado",37.9014485,-103.7173385,1794,61
"290","Ouray","Colorado",38.14717457,-107.7675136,224,3
"291","Park","Colorado",39.120926,-105.7182065,510,5
"292","Phillips","Colorado",40.59414277,-102.3577703,329,11
"293","Pitkin","Colorado",39.21720112,-106.9310027,1879,4
"294","Prowers","Colorado",37.95544985,-102.3926052,1149,21
"295","Pueblo","Colorado",38.17359144,-104.5127437,14441,360
"296","Rio Blanco","Colorado",39.97913541,-108.2179009,421,3
"297","Rio Grande","Colorado",37.5836865,-106.3847838,645,10
"298","Routt","Colorado",40.48596505,-106.9905548,1723,19
"299","Saguache","Colorado",38.08054629,-106.282466,294,4
"300","San Juan","Colorado",37.76248981,-107.6763289,42,0
"301","San Miguel","Colorado",38.00450883,-108.4020725,733,0
"302","Sedgwick","Colorado",40.87595412,-102.3519227,190,2
"303","Summit","Colorado",39.63803232,-106.1150762,2775,5
"304","Teller","Colorado",38.88133511,-105.1614893,1206,14
"305","Washington","Colorado",39.97015535,-103.202587,366,12
"306","Weld","Colorado",40.55499405,-104.3929621,24185,310
"307","Yuma","Colorado",40.00346839,-102.4258673,677,16
"308","Fairfield","Connecticut",41.26809896,-73.3881171,74404,1947
"309","Hartford","Connecticut",41.80283011,-72.73103891,65496,2178
"310","Litchfield","Connecticut",41.7937534,-73.2451475,10256,259
"311","Middlesex","Connecticut",41.45949668,-72.53714864,9549,325
"312","New Haven","Connecticut",41.4080325,-72.93620426,65488,1820
"313","New London","Connecticut",41.48896435,-72.10430976,17587,376
"314","Tolland","Connecticut",41.85853803,-72.3308481,7163,146
"315","Windham","Connecticut",41.82972709,-71.98182316,8571,155
"316","Kent","Delaware",39.08646628,-75.56884914,13330,255
"317","New Castle","Delaware",39.57992638,-75.64054974,45742,570
"318","Sussex","Delaware",38.66143781,-75.39031349,21339,383
"319","District of Columbia","District of Columbia",38.90417773,-77.01655992,38035,952
"320","Alachua","Florida",29.67866525,-82.35928158,21353,183
"321","Baker","Florida",30.33060121,-82.28467476,3143,54
"322","Bay","Florida",30.26548745,-85.62122584,17495,307
"323","Bradford","Florida",29.95079741,-82.16611613,2722,46
"324","Brevard","Florida",28.29409504,-80.73091022,30858,680
"325","Broward","Florida",26.15184651,-80.48725556,178948,2169
"326","Calhoun","Florida",30.40666734,-85.19394153,1556,36
"327","Charlotte","Florida",26.90131002,-81.92949121,10005,310
"328","Citrus","Florida",28.84804315,-82.47614748,9037,363
"329","Clay","Florida",29.98319144,-81.85609986,15853,266
"330","Collier","Florida",26.11091986,-81.34687065,28524,420
"331","Columbia","Florida",30.22509788,-82.62160164,7388,143
"332","DeSoto","Florida",27.18677893,-81.80941373,3473,68
"333","Dixie","Florida",29.60631086,-83.15724673,1410,14
"334","Duval","Florida",30.33225875,-81.66976468,84201,982
"335","Escambia","Florida",30.67652764,-87.37284571,32016,563
"336","Flagler","Florida",29.45933576,-81.31508595,5498,73
"337","Franklin","Florida",29.83791238,-84.82731662,1261,10
"338","Gadsden","Florida",30.57796289,-84.61915825,5229,75
"339","Gilchrist","Florida",29.72856978,-82.79880657,1260,28
"340","Glades","Florida",26.95635849,-81.18996211,870,13
"341","Gulf","Florida",29.93543004,-85.2427099,1754,35
"342","Hamilton","Florida",30.49673973,-82.94998918,1527,18
"343","Hardee","Florida",27.49293939,-81.80956574,2648,24
"344","Hendry","Florida",26.55386945,-81.16469006,4118,60
"345","Hernando","Florida",28.55364461,-82.42700204,10305,353
"346","Highlands","Florida",27.34254618,-81.34071957,6713,274
"347","Hillsborough","Florida",27.9276559,-82.32013172,103599,1353
"348","Holmes","Florida",30.86747479,-85.81319222,2118,41
"349","Indian River","Florida",27.69308961,-80.60556721,10146,244
"350","Jackson","Florida",30.7954597,-85.21500423,5759,134
"351","Jefferson","Florida",30.43669112,-83.89442308,1341,22
"352","Lafayette","Florida",29.98484137,-83.18166636,1540,23
"353","Lake","Florida",28.76202069,-81.7125123,22728,468
"354","Lee","Florida",26.58410348,-81.88399313,54234,829
"355","Leon","Florida",30.45955727,-84.27491114,27359,250
"356","Levy","Florida",29.31829741,-82.74007147,2646,24
"357","Liberty","Florida",30.23766008,-84.8829258,1006,14
"358","Madison","Florida",30.44396917,-83.47398594,1881,39
"359","Manatee","Florida",27.47196942,-82.31831044,29466,508
"360","Marion","Florida",29.21227113,-82.05803627,25450,671
"361","Martin","Florida",27.0772071,-80.43109784,9863,258
"362","Miami-Dade","Florida",25.6112362,-80.55170587,383601,5011
"363","Monroe","Florida",25.20904673,-81.07812416,5480,42
"364","Nassau","Florida",30.61037141,-81.80297522,7249,97
"365","Okaloosa","Florida",30.69143028,-86.59267105,17486,298
"366","Okeechobee","Florida",27.3863362,-80.88944347,3354,68
"367","Orange","Florida",28.51367621,-81.31799498,106450,1002
"368","Osceola","Florida",28.06312234,-81.14882926,34543,384
"369","Palm Beach","Florida",26.64676272,-80.46536002,111024,2250
"370","Pasco","Florida",28.30810945,-82.40227529,30641,576
"371","Pinellas","Florida",27.93130349,-82.72239666,61546,1335
"372","Polk","Florida",27.95027105,-81.69732947,52533,1008
"373","Putnam","Florida",29.60779729,-81.74230285,5618,106
"374","Santa Rosa","Florida",30.6934145,-87.02458128,16050,222
"375","Sarasota","Florida",27.18546175,-82.33174248,25449,650
"376","Seminole","Florida",28.7158582,-81.24060348,24999,387
"377","St. Johns","Florida",29.90096506,-81.43589967,19023,175
"378","St. Lucie","Florida",27.37763908,-80.47106649,20311,508
"379","Sumter","Florida",28.70181754,-82.0794267,7380,207
"380","Suwannee","Florida",30.19746066,-82.9909967,4926,118
"381","Taylor","Florida",30.04848048,-83.60445406,2553,35
"382","Union","Florida",30.04412971,-82.37497443,1694,70
"383","Volusia","Florida",29.05858895,-81.18263252,32183,550
"384","Wakulla","Florida",30.16548905,-84.39895211,3044,42
"385","Walton","Florida",30.64204028,-86.16935664,6653,73
"386","Washington","Florida",30.61359259,-85.66002461,2525,37
"387","Appling","Georgia",31.74847232,-82.28909114,2063,55
"388","Atkinson","Georgia",31.29633502,-82.87545866,953,15
"389","Bacon","Georgia",31.55456473,-82.45936528,1333,31
"390","Baker","Georgia",31.32669878,-84.44218806,212,6
"391","Baldwin","Georgia",33.06882326,-83.24701748,4083,96
"392","Banks","Georgia",34.35607081,-83.49644388,1601,29
"393","Barrow","Georgia",33.99148694,-83.71436292,8324,104
"394","Bartow","Georgia",34.23732119,-84.83887523,11731,177
"395","Ben Hill","Georgia",31.76095874,-83.22145359,1978,67
"396","Berrien","Georgia",31.27590016,-83.2252992,1586,37
"397","Bibb","Georgia",32.80904227,-83.70489165,13782,344
"398","Bleckley","Georgia",32.43829035,-83.33035166,1352,43
"399","Brantley","Georgia",31.19576557,-81.97743999,1433,26
"400","Brooks","Georgia",30.83922642,-83.58303423,1210,40
"401","Bryan","Georgia",32.00979311,-81.44002948,2823,27
"402","Bulloch","Georgia",32.39577406,-81.74811421,6012,82
"403","Burke","Georgia",33.05917989,-81.99928721,2237,44
"404","Butts","Georgia",33.2830945,-83.9543504,2475,64
"405","Calhoun","Georgia",31.53169785,-84.62725131,532,13
"406","Camden","Georgia",30.92951916,-81.66601818,3387,28
"407","Candler","Georgia",32.40209349,-82.07702563,877,49
"408","Carroll","Georgia",33.58138199,-85.07976677,9964,184
"409","Catoosa","Georgia",34.89872298,-85.13757014,5083,54
"410","Charlton","Georgia",30.78371028,-82.13951596,1262,23
"411","Chatham","Georgia",32.00043026,-81.12489526,19052,326
"412","Chattahoochee","Georgia",32.34341231,-84.78809239,2787,5
"413","Chattooga","Georgia",34.47197698,-85.34535662,2420,58
"414","Cherokee","Georgia",34.24393976,-84.47431861,25106,227
"415","Clarke","Georgia",33.95436462,-83.37124007,13427,101
"416","Clay","Georgia",31.62221166,-84.97713865,224,3
"417","Clayton","Georgia",33.54187245,-84.35594188,21149,339
"418","Clinch","Georgia",30.91395822,-82.70432472,873,21
"419","Cobb","Georgia",33.94243204,-84.5761255,65002,782
"420","Coffee","Georgia",31.54892966,-82.8549206,4990,130
"421","Colquitt","Georgia",31.18810588,-83.7677946,4140,79
"422","Columbia","Georgia",33.54534185,-82.263524,14701,160
"423","Cook","Georgia",31.16068491,-83.42947229,1617,36
"424","Coweta","Georgia",33.35334302,-84.76129976,11816,129
"425","Crawford","Georgia",32.71391813,-83.98061238,589,13
"426","Crisp","Georgia",31.92289565,-83.76811843,1858,53
"427","Dade","Georgia",34.8549167,-85.50490424,1145,9
"428","Dawson","Georgia",34.44244079,-84.16964071,2615,29
"429","DeKalb","Georgia",33.76944049,-84.22396017,52980,700
"430","Decatur","Georgia",30.87967778,-84.57619536,2623,58
"431","Dodge","Georgia",32.17265114,-83.16948926,2007,89
"432","Dooly","Georgia",32.15630737,-83.79746561,951,34
"433","Dougherty","Georgia",31.53328528,-84.21722377,6787,259
"434","Douglas","Georgia",33.70291126,-84.77026156,12360,158
"435","Early","Georgia",31.32155345,-84.90255207,1074,44
"436","Echols","Georgia",30.71101099,-82.89687287,435,6
"437","Effingham","Georgia",32.36616021,-81.34280942,3775,50
"438","Elbert","Georgia",34.11302332,-82.83936148,2132,49
"439","Emanuel","Georgia",32.59221302,-82.30239915,2364,75
"440","Evans","Georgia",32.15328841,-81.8870105,858,18
"441","Fannin","Georgia",34.86430205,-84.316964,2038,57
"442","Fayette","Georgia",33.41357794,-84.49089434,7149,116
"443","Floyd","Georgia",34.26268279,-85.21577392,10261,170
"444","Forsyth","Georgia",34.22604035,-84.1231513,17504,127
"445","Franklin","Georgia",34.37525597,-83.23159927,2413,38
"446","Fulton","Georgia",33.79216944,-84.46319413,79900,1005
"447","Gilmer","Georgia",34.69316688,-84.45802506,2632,56
"448","Glascock","Georgia",33.22879932,-82.61297636,235,13
"449","Glynn","Georgia",31.23279254,-81.53811412,7109,152
"450","Gordon","Georgia",34.50487351,-84.87296253,6624,89
"451","Grady","Georgia",30.87454847,-84.23418364,1913,48
"452","Greene","Georgia",33.5769205,-83.17139104,1594,40
"453","Gwinnett","Georgia",33.96044201,-84.02137802,86381,819
"454","Habersham","Georgia",34.63331566,-83.53094677,4613,127
